,genero,edad,pais,nivel de estudios,puesto de trabajo,sector,tamaño de la compañia
6541,Man,30-34,Japan,Master’s degree,Other,Manufacturing/Fabrication,"1000-9,999 employees"
6542,Man,18-21,India,Bachelor’s degree,Software Engineer,Online Service/Internet-based Services,"10,000 or more employees"
6543,Man,18-21,India,Bachelor’s degree,Student,,
6544,Man,30-34,India,Master’s degree,Business Analyst,Manufacturing/Fabrication,"1000-9,999 employees"
6545,Man,25-29,India,Doctoral degree,Student,,
6546,Woman,40-44,India,Master’s degree,Business Analyst,Computers/Technology,"10,000 or more employees"
6547,Man,45-49,France,I prefer not to answer,Software Engineer,Computers/Technology,250-999 employees
6548,Man,22-24,India,Bachelor’s degree,Software Engineer,,
6549,Man,25-29,United States of America,Bachelor’s degree,Student,,
6550,Man,22-24,United States of America,Master’s degree,Student,,
6551,Man,25-29,South Africa,Bachelor’s degree,Student,,
6552,Woman,22-24,Tunisia,Master’s degree,Currently not employed,,
6553,Nonbinary,18-21,United States of America,Some college/university study without earning a bachelor’s degree,Student,,
6554,Man,50-54,Germany,Professional doctorate,Research Scientist,Academics/Education,"1000-9,999 employees"
6555,Man,35-39,Other,Doctoral degree,Other,Medical/Pharmaceutical,"1000-9,999 employees"
6556,Man,30-34,Germany,Master’s degree,Software Engineer,,
6557,Man,18-21,India,Bachelor’s degree,Student,,
6558,Man,22-24,India,Bachelor’s degree,Currently not employed,,
6559,Man,22-24,Indonesia,Bachelor’s degree,Data Analyst,Academics/Education,0-49 employees
6560,Man,30-34,Japan,Doctoral degree,Research Scientist,Academics/Education,"10,000 or more employees"
6561,Woman,55-59,United States of America,Doctoral degree,Other,Academics/Education,"1000-9,999 employees"
6562,Man,55-59,United States of America,Some college/university study without earning a bachelor’s degree,Other,Insurance/Risk Assessment,0-49 employees
6563,Man,35-39,India,Master’s degree,Data Scientist,Accounting/Finance,"1000-9,999 employees"
6564,Man,22-24,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Engineer,Marketing/CRM,50-249 employees
6565,Woman,18-21,Bangladesh,Bachelor’s degree,Currently not employed,,
6566,Man,18-21,India,Bachelor’s degree,Student,,
6567,Man,30-34,Germany,Doctoral degree,Machine Learning Engineer,Retail/Sales,"1000-9,999 employees"
6568,Man,25-29,Spain,Some college/university study without earning a bachelor’s degree,Other,Military/Security/Defense,"1000-9,999 employees"
6569,Man,18-21,Egypt,Some college/university study without earning a bachelor’s degree,Student,,
6570,Man,18-21,India,Bachelor’s degree,Student,,
6571,Man,35-39,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Software Engineer,,
6572,Man,22-24,China,Master’s degree,Student,,
6573,Man,50-54,Canada,Master’s degree,Currently not employed,,
6574,Man,22-24,Other,Master’s degree,Student,,
6575,Man,30-34,United Arab Emirates,Professional doctorate,Research Scientist,Medical/Pharmaceutical,0-49 employees
6576,Man,18-21,Pakistan,Bachelor’s degree,Software Engineer,Computers/Technology,0-49 employees
6577,Man,22-24,India,Doctoral degree,Research Scientist,Academics/Education,250-999 employees
6578,Man,40-44,Czech Republic,Doctoral degree,Data Scientist,,
6579,Man,45-49,Italy,Master’s degree,Other,Online Business/Internet-based Sales,"1000-9,999 employees"
6580,Man,45-49,Kenya,Bachelor’s degree,Data Analyst,Government/Public Service,"1000-9,999 employees"
6581,Man,25-29,India,Master’s degree,Business Analyst,Government/Public Service,"1000-9,999 employees"
6582,Man,30-34,Brazil,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,250-999 employees
6583,Man,45-49,Indonesia,Master’s degree,Other,Academics/Education,50-249 employees
6584,Man,25-29,Nigeria,Bachelor’s degree,Data Analyst,Marketing/CRM,50-249 employees
6585,Man,18-21,Other,Bachelor’s degree,Student,,
6586,Man,30-34,Japan,Doctoral degree,Data Engineer,Manufacturing/Fabrication,"1000-9,999 employees"
6587,Man,55-59,United States of America,Master’s degree,Other,Computers/Technology,0-49 employees
6588,Man,35-39,France,Master’s degree,Software Engineer,Accounting/Finance,"10,000 or more employees"
6589,Man,25-29,India,Bachelor’s degree,Data Scientist,Other,50-249 employees
6590,Man,40-44,South Africa,Bachelor’s degree,Data Scientist,Other,"10,000 or more employees"
6591,Man,25-29,Poland,Master’s degree,Machine Learning Engineer,Online Business/Internet-based Sales,50-249 employees
6592,Man,18-21,Russia,Bachelor’s degree,Student,,
6593,Man,45-49,United States of America,Master’s degree,Other,Insurance/Risk Assessment,0-49 employees
6594,Woman,45-49,United States of America,Some college/university study without earning a bachelor’s degree,Currently not employed,,
6595,Man,50-54,Japan,Master’s degree,Business Analyst,Insurance/Risk Assessment,"10,000 or more employees"
6596,Man,25-29,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Research Scientist,Accounting/Finance,50-249 employees
6597,Man,55-59,United States of America,Doctoral degree,Data Scientist,Computers/Technology,"10,000 or more employees"
6598,Man,35-39,China,Master’s degree,Data Engineer,Retail/Sales,"10,000 or more employees"
6599,Man,25-29,India,Master’s degree,Data Scientist,Online Service/Internet-based Services,250-999 employees
6600,Man,55-59,Australia,Bachelor’s degree,Other,Academics/Education,"1000-9,999 employees"
6601,Man,18-21,India,Bachelor’s degree,Student,,
6602,Man,22-24,India,Doctoral degree,Other,Other,0-49 employees
6603,Man,18-21,India,Bachelor’s degree,Student,,
6604,Man,22-24,Brazil,Bachelor’s degree,Business Analyst,Retail/Sales,"10,000 or more employees"
6605,Man,25-29,Italy,Master’s degree,Student,,
6606,Man,30-34,Pakistan,Master’s degree,Product Manager,Broadcasting/Communications,0-49 employees
6607,Man,35-39,Spain,Doctoral degree,Data Scientist,Computers/Technology,"1000-9,999 employees"
6608,Man,25-29,Nigeria,Doctoral degree,Machine Learning Engineer,Academics/Education,"1000-9,999 employees"
6609,Woman,18-21,India,Master’s degree,Data Scientist,Other,0-49 employees
6610,Woman,50-54,United States of America,Master’s degree,Student,,
6611,Man,25-29,Iraq,Bachelor’s degree,Developer Relations/Advocacy,,
6612,Man,18-21,India,Bachelor’s degree,Student,,
6613,Woman,18-21,India,Bachelor’s degree,Data Analyst,Academics/Education,"1000-9,999 employees"
6614,Woman,18-21,India,Bachelor’s degree,Student,,
6615,Woman,40-44,Turkey,Doctoral degree,Research Scientist,Academics/Education,0-49 employees
6616,Man,60-69,Canada,Master’s degree,Business Analyst,Insurance/Risk Assessment,"10,000 or more employees"
6617,Woman,25-29,Other,Master’s degree,Data Scientist,Accounting/Finance,50-249 employees
6618,Woman,35-39,India,Doctoral degree,Other,Academics/Education,250-999 employees
6619,Man,25-29,South Korea,Doctoral degree,Research Scientist,Academics/Education,0-49 employees
6620,Man,18-21,India,Bachelor’s degree,Student,,
6621,Woman,22-24,India,Bachelor’s degree,Data Scientist,Government/Public Service,"10,000 or more employees"
6622,Woman,22-24,India,Bachelor’s degree,Developer Relations/Advocacy,,
6623,Man,50-54,Russia,Doctoral degree,Research Scientist,Academics/Education,250-999 employees
6624,Woman,40-44,United States of America,Doctoral degree,Currently not employed,,
6625,Man,50-54,United States of America,Doctoral degree,Other,Academics/Education,50-249 employees
6626,Man,22-24,Italy,Master’s degree,Student,,
6627,Man,30-34,Mexico,Master’s degree,Other,Online Service/Internet-based Services,0-49 employees
6628,Man,55-59,Spain,Bachelor’s degree,Currently not employed,,
6629,Woman,22-24,India,Master’s degree,Software Engineer,Computers/Technology,250-999 employees
6630,Man,25-29,India,Master’s degree,Software Engineer,Computers/Technology,0-49 employees
6631,Man,22-24,China,Master’s degree,Student,,
6632,Man,60-69,Italy,Bachelor’s degree,Software Engineer,Retail/Sales,0-49 employees
6633,Man,25-29,Other,Master’s degree,Statistician,Accounting/Finance,0-49 employees
6634,Woman,25-29,Tunisia,Bachelor’s degree,Data Scientist,Medical/Pharmaceutical,50-249 employees
6635,Woman,45-49,Iraq,I prefer not to answer,Data Scientist,Academics/Education,"10,000 or more employees"
6636,Man,40-44,Ireland,Doctoral degree,Data Analyst,Academics/Education,250-999 employees
6637,Man,50-54,Other,Bachelor’s degree,Product Manager,Other,50-249 employees
6638,Man,22-24,Indonesia,Master’s degree,Product Manager,Computers/Technology,0-49 employees
6639,Man,18-21,"Iran, Islamic Republic of...",Some college/university study without earning a bachelor’s degree,Student,,
6640,Man,22-24,Bangladesh,Master’s degree,Machine Learning Engineer,Other,0-49 employees
6641,Man,25-29,Chile,Some college/university study without earning a bachelor’s degree,Student,,
6642,Man,25-29,Pakistan,Master’s degree,Data Analyst,Government/Public Service,250-999 employees
6643,Man,22-24,India,Bachelor’s degree,Data Scientist,Computers/Technology,"10,000 or more employees"
6644,Man,40-44,Nigeria,Master’s degree,Research Scientist,Academics/Education,250-999 employees
6645,Man,60-69,Other,Master’s degree,Business Analyst,Online Service/Internet-based Services,0-49 employees
6646,Man,18-21,India,Bachelor’s degree,Student,,
6647,Man,55-59,Australia,Bachelor’s degree,Other,Other,"1000-9,999 employees"
6648,Man,18-21,India,Bachelor’s degree,Student,,
6649,Man,25-29,India,Master’s degree,Software Engineer,Computers/Technology,"10,000 or more employees"
6650,Man,30-34,Taiwan,Master’s degree,Student,,
6651,Woman,30-34,United States of America,Bachelor’s degree,Software Engineer,Accounting/Finance,"10,000 or more employees"
6652,Woman,30-34,Pakistan,Master’s degree,Currently not employed,,
6653,Woman,22-24,India,Master’s degree,Student,,
6654,Man,30-34,Ukraine,Master’s degree,Research Scientist,Shipping/Transportation,250-999 employees
6655,Man,25-29,Taiwan,Master’s degree,Software Engineer,,
6656,Man,25-29,Ireland,Doctoral degree,Other,Academics/Education,250-999 employees
6657,Man,30-34,Brazil,Bachelor’s degree,Student,,
6658,Prefer to self-describe,18-21,China,Bachelor’s degree,Student,,
6659,Man,18-21,United States of America,Bachelor’s degree,Student,,
6660,Woman,30-34,Italy,Master’s degree,Data Engineer,Government/Public Service,50-249 employees
6661,Man,18-21,India,Bachelor’s degree,Student,,
6662,Man,25-29,India,Master’s degree,Other,Accounting/Finance,"10,000 or more employees"
6663,Man,40-44,Nigeria,Bachelor’s degree,Business Analyst,Other,0-49 employees
6664,Man,40-44,India,Bachelor’s degree,Data Analyst,Computers/Technology,"10,000 or more employees"
6665,Man,35-39,United Arab Emirates,Doctoral degree,Data Scientist,,
6666,Woman,18-21,India,Bachelor’s degree,Currently not employed,,
6667,Man,22-24,India,Master’s degree,Student,,
6668,Man,35-39,Ireland,Master’s degree,Business Analyst,Retail/Sales,"1000-9,999 employees"
6669,Man,45-49,Poland,Bachelor’s degree,Business Analyst,,
6670,Woman,35-39,United States of America,Bachelor’s degree,Currently not employed,,
6671,Man,18-21,Other,Some college/university study without earning a bachelor’s degree,Software Engineer,Academics/Education,0-49 employees
6672,Man,35-39,Italy,Master’s degree,Currently not employed,,
6673,Man,35-39,China,Some college/university study without earning a bachelor’s degree,Data Analyst,Computers/Technology,0-49 employees
6674,Man,18-21,India,Bachelor’s degree,Student,,
6675,Man,18-21,India,Some college/university study without earning a bachelor’s degree,Student,,
6676,Man,40-44,India,Doctoral degree,Other,Academics/Education,50-249 employees
6677,Woman,60-69,Spain,Doctoral degree,Research Scientist,Government/Public Service,50-249 employees
6678,Woman,18-21,Egypt,Bachelor’s degree,Student,,
6679,Man,25-29,United States of America,Master’s degree,Student,,
6680,Woman,30-34,India,Master’s degree,Software Engineer,Computers/Technology,"1000-9,999 employees"
6681,Man,35-39,Brazil,Bachelor’s degree,Program/Project Manager,Online Service/Internet-based Services,0-49 employees
6682,Man,50-54,Japan,Bachelor’s degree,Statistician,Broadcasting/Communications,"1000-9,999 employees"
6683,Man,50-54,United States of America,Bachelor’s degree,Data Scientist,Non-profit/Service,50-249 employees
6684,Man,18-21,India,Bachelor’s degree,Data Scientist,,
6685,Man,22-24,China,Master’s degree,Student,,
6686,Man,35-39,India,Master’s degree,Product Manager,Online Service/Internet-based Services,250-999 employees
6687,Man,30-34,United States of America,Doctoral degree,Student,,
6688,Man,35-39,France,Doctoral degree,Research Scientist,Other,"1000-9,999 employees"
6689,Man,40-44,Nigeria,Doctoral degree,Research Scientist,Academics/Education,"1000-9,999 employees"
6690,Man,18-21,India,Bachelor’s degree,Student,,
6691,Man,45-49,South Korea,Bachelor’s degree,Software Engineer,Accounting/Finance,"1000-9,999 employees"
6692,Man,22-24,India,Bachelor’s degree,Currently not employed,,
6693,Prefer not to say,25-29,Canada,Master’s degree,Student,,
6694,Man,35-39,Singapore,Bachelor’s degree,Software Engineer,Academics/Education,"1000-9,999 employees"
6695,Man,25-29,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Engineer,Academics/Education,"10,000 or more employees"
6696,Man,45-49,United States of America,Master’s degree,Data Scientist,Accounting/Finance,50-249 employees
6697,Man,30-34,Other,Bachelor’s degree,DBA/Database Engineer,Academics/Education,0-49 employees
6698,Man,25-29,Pakistan,Master’s degree,Machine Learning Engineer,Academics/Education,0-49 employees
6699,Man,22-24,India,Bachelor’s degree,Data Analyst,Energy/Mining,0-49 employees
6700,Woman,18-21,India,Master’s degree,Student,,
6701,Man,18-21,India,Bachelor’s degree,Student,,
6702,Man,18-21,China,Bachelor’s degree,Business Analyst,Academics/Education,0-49 employees
6703,Man,25-29,Bangladesh,Some college/university study without earning a bachelor’s degree,Student,,
6704,Man,45-49,Japan,Doctoral degree,Research Scientist,Other,250-999 employees
6705,Man,18-21,India,Bachelor’s degree,Student,,
6706,Prefer not to say,25-29,United States of America,Master’s degree,Machine Learning Engineer,Computers/Technology,0-49 employees
6707,Man,22-24,Egypt,Some college/university study without earning a bachelor’s degree,Student,,
6708,Man,50-54,Australia,Master’s degree,Data Analyst,Accounting/Finance,"10,000 or more employees"
6709,Man,22-24,Nigeria,Bachelor’s degree,Data Analyst,Non-profit/Service,0-49 employees
6710,Woman,55-59,United States of America,Bachelor’s degree,Student,,
6711,Man,22-24,India,Bachelor’s degree,Software Engineer,Computers/Technology,"10,000 or more employees"
6712,Woman,25-29,India,Master’s degree,Student,,
6713,Woman,45-49,United States of America,Master’s degree,Software Engineer,Computers/Technology,0-49 employees
